ADM1_NAME,ADM2_NAME,year,sightings
Queensland,Toowoomba (R),2000,64
Queensland,Toowoomba (R),2001,36
Queensland,Toowoomba (R),2002,34
Queensland,Toowoomba (R),2003,39
Queensland,Toowoomba (R),2004,29
Queensland,Toowoomba (R),2005,34
Queensland,Toowoomba (R),2006,52
Queensland,Toowoomba (R),2007,35
Queensland,Toowoomba (R),2008,33
Queensland,Toowoomba (R),2009,26
Queensland,Toowoomba (R),2010,54
Queensland,Toowoomba (R),2011,31
Queensland,Toowoomba (R),2012,46
Queensland,Toowoomba (R),2013,28
Queensland,Toowoomba (R),2014,189
Queensland,Toowoomba (R),2015,23
Queensland,Toowoomba (R),2016,24
Queensland,Toowoomba (R),2017,35
Queensland,Toowoomba (R),2018,52
Queensland,Toowoomba (R),2019,123
Queensland,Toowoomba (R),2020,104
Queensland,Toowoomba (R),2021,198
Queensland,Toowoomba (R),2022,309
Queensland,Toowoomba (R),2023,768
Queensland,Toowoomba (R),2024,429
Queensland,Toowoomba (R),2025,364
Queensland,Toowoomba (R),2026,115
Queensland,Townsville (C),1990,1
Queensland,Townsville (C),1994,2
Queensland,Townsville (C),1995,2
Queensland,Townsville (C),1997,2
Queensland,Townsville (C),1998,7
Queensland,Townsville (C),1999,2
Queensland,Townsville (C),2000,3
Queensland,Townsville (C),2001,4
Queensland,Townsville (C),2002,3
Queensland,Townsville (C),2003,4
Queensland,Townsville (C),2004,4
Queensland,Townsville (C),2005,2
Queensland,Townsville (C),2006,4
Queensland,Townsville (C),2007,6
Queensland,Townsville (C),2008,1
Queensland,Townsville (C),2009,2
Queensland,Townsville (C),2010,5
Queensland,Townsville (C),2011,5
Queensland,Townsville (C),2012,9
Queensland,Townsville (C),2013,6
Queensland,Townsville (C),2014,162
Queensland,Townsville (C),2015,26
Queensland,Townsville (C),2016,6
Queensland,Townsville (C),2017,16
Queensland,Townsville (C),2018,46
Queensland,Townsville (C),2019,34
Queensland,Townsville (C),2020,9
Queensland,Townsville (C),2021,19
Queensland,Townsville (C),2022,38
Queensland,Townsville (C),2023,64
Queensland,Townsville (C),2024,110
Queensland,Townsville (C),2025,68
Queensland,Townsville (C),2026,64
Queensland,Western Downs (R),1990,2
Queensland,Western Downs (R),1991,7
Queensland,Western Downs (R),1992,1
Queensland,Western Downs (R),1993,1
Queensland,Western Downs (R),1994,4
Queensland,Western Downs (R),1995,42
Queensland,Western Downs (R),1996,4
Queensland,Western Downs (R),1998,20
Queensland,Western Downs (R),1999,27
Queensland,Western Downs (R),2000,19
Queensland,Western Downs (R),2001,13
Queensland,Western Downs (R),2002,10
Queensland,Western Downs (R),2003,8
Queensland,Western Downs (R),2004,5
Queensland,Western Downs (R),2005,20
Queensland,Western Downs (R),2006,12
Queensland,Western Downs (R),2007,6
Queensland,Western Downs (R),2008,23
Queensland,Western Downs (R),2009,16
Queensland,Western Downs (R),2010,17
Queensland,Western Downs (R),2011,10
Queensland,Western Downs (R),2012,12
Queensland,Western Downs (R),2013,11
Queensland,Western Downs (R),2014,1
Queensland,Western Downs (R),2015,8
Queensland,Western Downs (R),2016,6
Queensland,Western Downs (R),2017,4
Queensland,Western Downs (R),2018,4
Queensland,Western Downs (R),2019,7
Queensland,Western Downs (R),2020,4
Queensland,Western Downs (R),2021,3
Queensland,Western Downs (R),2022,9
Queensland,Western Downs (R),2023,13
Queensland,Western Downs (R),2024,7
Queensland,Western Downs (R),2025,10
Queensland,Western Downs (R),2026,2
Queensland,Whitsunday (R),1992,1
Queensland,Whitsunday (R),1994,7
Queensland,Whitsunday (R),1997,1
Queensland,Whitsunday (R),1999,2
Queensland,Whitsunday (R),2001,1
Queensland,Whitsunday (R),2007,1
Queensland,Whitsunday (R),2008,2
Queensland,Whitsunday (R),2009,2
Queensland,Whitsunday (R),2012,1
Queensland,Whitsunday (R),2014,1
Queensland,Whitsunday (R),2015,1
Queensland,Whitsunday (R),2016,4
Queensland,Whitsunday (R),2017,1
Queensland,Whitsunday (R),2018,1
Queensland,Whitsunday (R),2019,3
Queensland,Whitsunday (R),2021,2
Queensland,Whitsunday (R),2023,2
Queensland,Whitsunday (R),2025,1
Queensland,Whitsunday (R),2026,1
South Australia,Kangaroo Island (DC),1990,16
South Australia,Kangaroo Island (DC),1992,3
South Australia,Kangaroo Island (DC),1993,2
South Australia,Kangaroo Island (DC),1994,1
South Australia,Kangaroo Island (DC),1996,2
South Australia,Kangaroo Island (DC),1998,1
South Australia,Kangaroo Island (DC),2000,1
South Australia,Kangaroo Island (DC),2001,2
South Australia,Kangaroo Island (DC),2004,2
South Australia,Kangaroo Island (DC),2005,88
South Australia,Kangaroo Island (DC),2006,57
South Australia,Kangaroo Island (DC),2007,80
South Australia,Kangaroo Island (DC),2008,49
South Australia,Kangaroo Island (DC),2009,33
South Australia,Kangaroo Island (DC),2010,7
South Australia,Kangaroo Island (DC),2011,5
South Australia,Kangaroo Island (DC),2012,19
South Australia,Kangaroo Island (DC),2013,6
South Australia,Kangaroo Island (DC),2014,9
South Australia,Kangaroo Island (DC),2015,18
South Australia,Kangaroo Island (DC),2016,48
South Australia,Kangaroo Island (DC),2017,127
South Australia,Kangaroo Island (DC),2018,65
South Australia,Kangaroo Island (DC),2019,63
South Australia,Kangaroo Island (DC),2020,76
South Australia,Kangaroo Island (DC),2021,42
South Australia,Kangaroo Island (DC),2022,80
South Australia,Kangaroo Island (DC),2023,59
South Australia,Kangaroo Island (DC),2024,41
South Australia,Kangaroo Island (DC),2025,119
South Australia,Kangaroo Island (DC),2026,41
South Australia,Unincorporated SA,2008,2
South Australia,Unincorporated SA,2013,3
South Australia,Unincorporated SA,2016,1
South Australia,Unincorporated SA,2017,1
South Australia,Unincorporated SA,2018,1
Tasmania,Break O'Day (M),1992,1
Tasmania,Break O'Day (M),1993,1
Tasmania,Break O'Day (M),1996,1
Tasmania,Break O'Day (M),1997,3
Tasmania,Break O'Day (M),1998,5
Tasmania,Break O'Day (M),1999,3
Tasmania,Break O'Day (M),2000,3
Tasmania,Break O'Day (M),2001,2
Tasmania,Break O'Day (M),2002,2
Tasmania,Break O'Day (M),2006,1
Tasmania,Central Highlands (M),1993,3
Tasmania,Central Highlands (M),1994,3
Tasmania,Central Highlands (M),1995,3
Tasmania,Central Highlands (M),1996,3
Tasmania,Central Highlands (M),2012,1
Tasmania,Circular Head (M),1991,1
Tasmania,Circular Head (M),1995,2
Tasmania,Circular Head (M),1999,1
Tasmania,Circular Head (M),2000,3
Tasmania,Circular Head (M),2001,14
Tasmania,Circular Head (M),2003,4
Tasmania,Circular Head (M),2006,1
Tasmania,Derwent Valley (M),1994,1
Tasmania,Derwent Valley (M),1995,2
Tasmania,Derwent Valley (M),2010,2
Tasmania,Derwent Valley (M),2015,1
Tasmania,Flinders (M),1995,1
Tasmania,Flinders (M),2001,2
Tasmania,Huon Valley (M),1993,2
Tasmania,Huon Valley (M),2009,1
Tasmania,Huon Valley (M),2012,1
Tasmania,Huon Valley (M),2013,1
Tasmania,Huon Valley (M),2014,2
Tasmania,Huon Valley (M),2017,1
Tasmania,Huon Valley (M),2019,2
Tasmania,Meander Valley (M),1993,1
Tasmania,Meander Valley (M),1994,1
Tasmania,Meander Valley (M),1996,3
Tasmania,Meander Valley (M),2017,1
Tasmania,West Coast (M),1996,1
Tasmania,West Coast (M),2001,9
Tasmania,West Coast (M),2002,23
Tasmania,West Coast (M),2009,2
Western Australia,Armadale (C),1992,1
Western Australia,Bridgetown-Greenbushes (S),2019,1
